Id,BarName,Name,Price
76,Low Point,Ice Tea,9.35
153,The Winking Skeever,Wings,4.68
177,Gaston's,Wings,4.43
185,The Rusty Anchor,Wings,4.1
184,The Admiral Benbow Inn,Hotdog,2.01
20,The Flowers of Gold,Fried Chocolate Tarantula,9.25
94,The Bang Bang Bar,Dirty Shirley,11.53
87,Club Sugar Ray,Fries,11.53
109,John McRory's Place,Fried Chocolate Tarantula,9.53
4,The Crow's Nest,Cheesburger,6.18
203,Ten Forward,Coke,4.32
120,Club Sugar Ray,Coke,4.48
22,The Orange Tree,Wings,4.99
130,Milk,Pepsi,6.17
194,Cooper's,Dirty Shirley,11.23
154,The Archer,Hotdog,2.69
97,The Kit Kat Klub,Ice Tea,9.23
236,The Vulgar Unicorn,Pepsi,6.37
201,Bob's Country Bunker,Coke,4.21
65,Seagrass,Dirty Shirley,11.91
232,The Slaughtered Prince,Dirty Shirley,11.74
186,The Bloated Float Inn,Wings,4.15
92,Thunderbrew Distillery,Cheesburger,6.06
135,The Clansman,Water,5.4
113,The Hanged Man,Water,5.73
102,The White Hart,Dirty Shirley,11.42
12,The Lizard's Head,Water,5.63
47,Mickey Finn's Palace,Fries,5.63
58,The Kebab & Calculator,Wings,4.54
21,The Lamb & Flag,Fries,4.54
28,LUX,Cheesburger,6.9
248,Munden's Bar,Cheesburger,6.14
227,Mancini's Family Restaurant,Wings,4.98
113,The Hanged Man,Water,5.15
118,"The Hand & Racquet, East Cheam",Fries,5.15
113,The Hanged Man,Cheesburger,6.68
3,Joe's,Cheesburger,6.61
232,The Slaughtered Prince,Ice Tea,9.53
52,Night Spot,Ice Tea,9.84
212,SU Bar,Coke,4.48
236,The Vulgar Unicorn,Hotdog,2.7
70,The Regal Beagle,Coke,4.07
226,Boobies,Pepsi,6.41
151,The Learned Goat,Hotdog,2.08
4,The Crow's Nest,Pepsi,6.92
219,The Jockey,Ice Tea,9.28
10,Ten Forward,Fried Chocolate Tarantula,9.38
222,The Angler's Rest,Ice Tea,9.85
170,O'Malley's,Dirty Shirley,11.33
245,Inn of the Last Home,Pepsi,6.96
134,The Rose & Thorn,Water,5.83
171,Milliway's,Ice Tea,9.89
95,O'Malley's,Dirty Shirley,11.37
66,The Rose & Thorn,Wings,4.58
119,The Learned Goat,Fried Chocolate Tarantula,9.73
42,McGinty's,Fries,9.73
4,The Crow's Nest,Wings,4.7
148,McGinty's,Ice Tea,9.43
164,The Oak and Crosier,Ice Tea,9.05
38,The Blue Oyster Bar,Pepsi,6.32
