Id,BarName,Name,Price
68,Charlie's,Abita Turbodog,2.05
36,The Drunken Huntsman,Sundance Amber Ale,2.35
103,Palace Saloon,Strongarm Ruby Red Ale,2.43
39,Milliway's,Boddingtons Pub Ale,2.92
63,The George III,Boulevard Unfiltered Wheat Beer,2.76
29,The White Swan,St-Ambroise Oatmeal Stout,2.31
24,Colonial Taphouse,Lakefront Bridge Burner,2.79
27,Mystic Grill,Pinstripe Red Ale,2.09
24,Colonial Taphouse,Boddingtons Pub Ale,2.99
40,The Globe and Anchor,Lakeport Honey Lager,2.47
19,Flanagan's Cocktails & Dreams,Lakefront Bridge Burner,2.79
47,Wandin Valley RSL,BridgePort India Pale Ale,2.31
130,The Blue Parrot,Full Sail IPA,2.09
90,Table Salt,Victoria Bitter,2.7
18,The Dog and Dart,St Peter's Wheat Ale,2.33
1,Milliway's,New Glarus Spotted Cow Ale,2.5
51,The Brass Lantern,Geary's Pale Ale,2.97
88,Poison,Rogue Dry Hopped Saint Rogue Red Ale,2.49
16,Dagmar,Rogue Dry Hopped Saint Rogue Red Ale,2.84
102,Thunderbrew Distillery,Hitachino Nest Weizen,2.12
5,The Grind & Jolt Cafe,Sundance Amber Ale,2.62
66,World's End Tavern,Strongarm Ruby Red Ale,2.33
59,The Winchester Tavern,Quail Springs India Pale Ale,2.15
16,Dagmar,Victoria Bitter,2.1
134,The Orange Tree,Fred,2.54
57,The Broken Stool,Xingu Black Beer,2.78
128,The Crown,Full Sail IPA,2.16
36,The Drunken Huntsman,Lakeport Honey Lager,2.53
51,The Brass Lantern,Saint Arnold Brown Ale,2.67
9,Maxwell's Nightclub,Station House Red Ale,2.8
147,The Queen's Haemorrhoids,Fordham Dunkel Weiss,2.66
45,The Queen Victoria,Russian River Blind Pig IPA,2.8
23,The Winchester Club,Boulevard Unfiltered Wheat Beer,2.21
50,The Last Resort,Rogue Dry Hopped Saint Rogue Red Ale,2.48
86,The Prancing Pony,Point Horizon Wheat,2.64
68,Charlie's,Strongarm Ruby Red Ale,2.53
43,Romanoff's,SweetWater Summer Hummer,2.02
79,The Goat,Widmer Snowplow Milk Stout,2.49
88,Poison,Miller High Life Light,2.48
1,Milliway's,Abita Wheat,2.8
143,Stonefire Tavern,Widmer Snowplow Milk Stout,2.29
19,Flanagan's Cocktails & Dreams,Drake's Expedition Ale,2.68
5,The Grind & Jolt Cafe,Left Hand Polestar Pilsner,2.55
47,Wandin Valley RSL,Station House Red Ale,2.07
84,The Dog and Partridge,Drake's Expedition Ale,2.37
21,The Oblivion Bar,Southern Pecan Brown ale,2.38
138,The Pool Hall,New Glarus Two Women New,2.4
148,Poor Richard's,Old Milwaukee,2.05
142,The Vigilante,St Peter's Wheat Ale,2.71
133,Maxwell's Nightclub,Old Milwaukee,2.1
36,The Drunken Huntsman,St-Ambroise Oatmeal Stout,2.34
50,The Last Resort,Miller High Life Light,2.66
109,Bodarks Bus Stop Restaurant,BridgePort India Pale Ale,2.53
34,The Winchester Tavern,Pinstripe Red Ale,2.54
13,Merlotte's Bar and Grill,Station House Red Ale,2.69
94,Kavanagh's Irish Pub,Engel Gold,2.37
126,New Found Out,Strongarm Ruby Red Ale,2.43
90,Table Salt,Hitachino Nest Weizen,2.2
92,The Angler's Rest,Steamworks Summer Kolsch,2.73
86,The Prancing Pony,Left Hand Black Jack Porter,2.1
10,Kennedy's,Moosbacher Schwarze Weisse,2.14
84,The Dog and Partridge,Fred,2.99
43,Romanoff's,Boulevard Unfiltered Wheat Beer,2.87
9,Maxwell's Nightclub,Geary's Pale Ale,2.76
46,"The Horse & Groom, Cottington",Geary's Pale Ale,2.15
103,Palace Saloon,BridgePort India Pale Ale,2.1
82,Trees Lounge,Strongarm Ruby Red Ale,2.78
106,The Grey Mare,Tuppers' Hop Pocket Pils,2.79
50,The Last Resort,Left Hand Black Jack Porter,2.39
114,The Flying Swan,Smuttynose Wheat Wine,2.54
139,The Lamb & Flag,SweetWater Summer Hummer,2.23
58,The Griffin,Widmer Snowplow Milk Stout,2.95
48,Cocktails and Dreams,Southern Pecan Brown ale,2.64
16,Dagmar,Saint Arnold Brown Ale,2.51
92,The Angler's Rest,Drake's Expedition Ale,2.3
44,Bellefleur's Bar and Grill,River Rock Ale,2.75
121,O'Malley's,Old Milwaukee,2.77
80,Ten Forward,New Glarus Spotted Cow Ale,2.2
35,The Rabennest,St Peter's Wheat Ale,2.37
93,Elfsong Tavern,Old Rasputin Russian Imperial Stout,2.93
132,The Learned Goat,Capital Maibock,2.21
58,The Griffin,Fred,2.71
141,Charlie's,Moosbacher Schwarze Weisse,2.62
11,The Armada Room,Aass Juleol Premium,2.3
81,The Prancing Pony,Capital Vintage Ale,2.65
127,The Tall Ship,Steamworks Summer Kolsch,2.75
125,The Gold Room at the Overlook Hotel,Lakeport Honey Lager,2.68
89,The Last Chance Saloon,Hitachino Nest Weizen,2.3
30,Daddy Crab Leg's Crab Shack,Strong Suffolk Vintage Ale,2.31
23,The Winchester Club,Hops Clearwater Light,2.38
30,Daddy Crab Leg's Crab Shack,Lakeport Honey Lager,2.14
37,The Cat & Fiddle,Strong Suffolk Vintage Ale,2.97
68,Charlie's,St-Ambroise Oatmeal Stout,2.76
68,Charlie's,Boddingtons Pub Ale,2.92
95,Boobies,BridgePort India Pale Ale,2.55
139,The Lamb & Flag,Drake's Expedition Ale,2.51
94,Kavanagh's Irish Pub,Moosbacher Schwarze Weisse,2.08
22,The Drunken Dragon Inn,Lakefront Bridge Burner,2.86
9,Maxwell's Nightclub,Left Hand Black Jack Porter,2.51
35,The Rabennest,St Peter's Wheat Ale,2.8
150,The White Swan,Capital Vintage Ale,2.43
49,The Red Pony,Boulevard Unfiltered Wheat Beer,2.54
12,The Drunken Clam,Station House Red Ale,2.27
107,Verdant,Moosbacher Schwarze Weisse,2.51
11,The Armada Room,Strong Suffolk Vintage Ale,2.2
18,The Dog and Dart,Fordham Dunkel Weiss,2.36
75,The Pool Hall,Miller High Life Light,2.24
66,World's End Tavern,Spaten Munchen Dunkel,2.11
37,The Cat & Fiddle,Tripel Karmeliet,2.43
64,New York Bar,Rogue Dry Hopped Saint Rogue Red Ale,2.83
81,The Prancing Pony,Miller High Life Light,2.98
130,The Blue Parrot,Capital Vintage Ale,2.7
16,Dagmar,Left Hand Polestar Pilsner,2.7
10,Kennedy's,Moosbacher Schwarze Weisse,2.41
36,The Drunken Huntsman,Victoria Bitter,2.41
23,The Winchester Club,Pinstripe Red Ale,2.66
106,The Grey Mare,Capital Maibock,2.93
35,The Rabennest,Southern Pecan Brown ale,2.83
34,The Winchester Tavern,Spaten Munchen Dunkel,2.7
71,The Blue Oyster Bar,Full Sail IPA,2.5
106,The Grey Mare,St Peter's Wheat Ale,2.91
102,Thunderbrew Distillery,New Glarus Two Women New,2.03
11,The Armada Room,Moosbacher Schwarze Weisse,2.73
5,The Grind & Jolt Cafe,Widmer Snowplow Milk Stout,2.33
7,The Punch Tavern,Smuttynose Wheat Wine,2.96
14,The Gold Room at the Overlook Hotel,Smuttynose Wheat Wine,2.04
36,The Drunken Huntsman,Aass Juleol Premium,2.29
76,Bunnys,Boulevard Unfiltered Wheat Beer,2.62
77,Lusty Leopard,Fred,2.55
105,The Boatman,River Rock Ale,2.96
106,The Grey Mare,Aass Juleol Premium,2.09
45,The Queen Victoria,Aass Juleol Premium,2.75
83,Double Deuce,Miller High Life Light,2.32
7,The Punch Tavern,Smuttynose Wheat Wine,2.87
82,Trees Lounge,Old Rasputin Russian Imperial Stout,2.86
52,Rovers Return Inn,St Peter's Wheat Ale,2.23
81,The Prancing Pony,Quail Springs India Pale Ale,2.97
100,The Oblivion Bar,Miller High Life Light,2.04
134,The Orange Tree,River Rock Ale,2.56
37,The Cat & Fiddle,Saint Arnold Brown Ale,2.78
111,Tabard,Engel Gold,2.31
110,Torchy's,Drake's Expedition Ale,2.51
98,Wurstbraterei,Victoria Bitter,2.28
93,Elfsong Tavern,Fordham Dunkel Weiss,2.71
44,Bellefleur's Bar and Grill,Drake's Expedition Ale,2.24
64,New York Bar,Abita Turbodog,2.19
98,Wurstbraterei,Sundance Amber Ale,2.61
85,O'Malley's Bar,Tripel Karmeliet,2.56
37,The Cat & Fiddle,Sundance Amber Ale,2.73
98,Wurstbraterei,New Glarus Spotted Cow Ale,2.45
79,The Goat,Steamworks Summer Kolsch,3
78,Callahan's Place,Hitachino Nest Weizen,2.27
116,Four Shields Tavern,Strongarm Ruby Red Ale,2.61
49,The Red Pony,New Glarus Two Women New,2.37
49,The Red Pony,Strong Suffolk Vintage Ale,2.93
107,Verdant,St-Ambroise Oatmeal Stout,2.87
68,Charlie's,Capital Vintage Ale,2.51
147,The Queen's Haemorrhoids,Quail Springs India Pale Ale,2.63
32,John McRory's Place,Abita Turbodog,2.31
43,Romanoff's,Strongarm Ruby Red Ale,2.21
62,Volpe's,Hops Clearwater Light,2.35
10,Kennedy's,Capital Maibock,2.7
1,Milliway's,Strongarm Ruby Red Ale,2.86
28,Chatsubo,Pinstripe Red Ale,2.89
149,Welsh's Bar,Strongarm Ruby Red Ale,2.19
68,Charlie's,Sundance Amber Ale,2.95
43,Romanoff's,Hops Clearwater Light,2.57
149,Welsh's Bar,Old Milwaukee,2.28
120,Quark's,Engel Gold,2.2
136,Dal Riata,Smuttynose Wheat Wine,2.15
85,O'Malley's Bar,Strongarm Ruby Red Ale,2.38
30,Daddy Crab Leg's Crab Shack,Boris,2.69
67,Palace Saloon,Saint Arnold Brown Ale,2.01
27,Mystic Grill,Abita Turbodog,2.8
21,The Oblivion Bar,Southern Pecan Brown ale,2.77
65,The Armada Room,SweetWater Summer Hummer,2.85
104,Puzzles,Full Sail IPA,2.36
67,Palace Saloon,Saint Arnold Brown Ale,2.48
7,The Punch Tavern,Pinstripe Red Ale,2.87
83,Double Deuce,Southern Pecan Brown ale,2.25
87,The Rose & Crown,Lakeport Honey Lager,2.51
141,Charlie's,BridgePort India Pale Ale,2.55
102,Thunderbrew Distillery,Strong Suffolk Vintage Ale,2.56
11,The Armada Room,Saint Arnold Brown Ale,2.16
53,Trees Lounge,Victoria Bitter,2.54
1,Milliway's,Left Hand Polestar Pilsner,2.35
4,Daddy Crab Leg's Crab Shack,New Glarus Two Women New,2.12
136,Dal Riata,River Rock Ale,2.16
16,Dagmar,Capital Maibock,2.29
37,The Cat & Fiddle,Aass Juleol Premium,2.37
135,Milliway's,Old Milwaukee,2.26
38,MacLaren's,Tripel Karmeliet,2.26
150,The White Swan,Steamworks Summer Kolsch,2.1
34,The Winchester Tavern,Strong Suffolk Vintage Ale,2.23
76,Bunnys,Geary's Pale Ale,2.34
68,Charlie's,Old Rasputin Russian Imperial Stout,2.62
63,The George III,Tuppers' Hop Pocket Pils,2.82
90,Table Salt,Old Rasputin Russian Imperial Stout,2.88
61,The Ballroom,Old Rasputin Russian Imperial Stout,2.78
81,The Prancing Pony,Victoria Bitter,2.26
114,The Flying Swan,Capital Maibock,2.28
40,The Globe and Anchor,Geary's Pale Ale,2.35
65,The Armada Room,Hops Clearwater Light,2.85
32,John McRory's Place,Abita Turbodog,2.42
118,Poison,Abita Turbodog,2.93
124,Gallow's End Tavern,St-Ambroise Oatmeal Stout,2.48
65,The Armada Room,Tuppers' Hop Pocket Pils,2.82
142,The Vigilante,River Rock Ale,2.13
86,The Prancing Pony,Lakefront Bridge Burner,2.07
25,The Lord Nelson,Fred,2.07
3,Friendsy's,Moosbacher Schwarze Weisse,2.27
88,Poison,Widmer Snowplow Milk Stout,2.72
106,The Grey Mare,Rogue Dry Hopped Saint Rogue Red Ale,2.88
19,Flanagan's Cocktails & Dreams,Capital Vintage Ale,2.16
5,The Grind & Jolt Cafe,Drake's Expedition Ale,2.96
147,The Queen's Haemorrhoids,Quail Springs India Pale Ale,2.89
33,Rowlf's Tavern,Widmer Snowplow Milk Stout,2.89
98,Wurstbraterei,New Glarus Two Women New,2.61
25,The Lord Nelson,Lakeport Honey Lager,2.45
85,O'Malley's Bar,Miller High Life Light,2.13
57,The Broken Stool,Xingu Black Beer,2.83
112,Caf̩ Ren̩,Station House Red Ale,2.47
66,World's End Tavern,Tripel Karmeliet,2.02
24,Colonial Taphouse,Boris,2.86
8,The Old Pink Dog,River Rock Ale,2.29
14,The Gold Room at the Overlook Hotel,Tuppers' Hop Pocket Pils,2.58
84,The Dog and Partridge,Strong Suffolk Vintage Ale,2.78
124,Gallow's End Tavern,Russian River Blind Pig IPA,2.6
18,The Dog and Dart,Quail Springs India Pale Ale,2.84
21,The Oblivion Bar,St-Ambroise Oatmeal Stout,2.51
41,Gary's Old Towne Tavern,St Peter's Wheat Ale,2.18
87,The Rose & Crown,Saint Arnold Brown Ale,2.74
74,"Starlight Roof, The Green Lantern",Capital Maibock,2.51
147,The Queen's Haemorrhoids,Russian River Blind Pig IPA,2.12
36,The Drunken Huntsman,Strong Suffolk Vintage Ale,2.14
25,The Lord Nelson,Full Sail IPA,2.51
24,Colonial Taphouse,Aass Juleol Premium,2.96
26,The Dog and Dart,Fordham Dunkel Weiss,2.97
17,Milk,Xingu Black Beer,2.87
59,The Winchester Tavern,Spaten Munchen Dunkel,2.97
53,Trees Lounge,Tripel Karmeliet,2.95
104,Puzzles,Miller High Life Light,2.84
128,The Crown,Point Horizon Wheat,2.89
113,The Orange Tree,Steamworks Summer Kolsch,2.43
123,The Smack,SweetWater Summer Hummer,2.26
87,The Rose & Crown,Left Hand Polestar Pilsner,2.57
31,The Feathers,New Glarus Two Women New,2.18
51,The Brass Lantern,Hitachino Nest Weizen,2.55
96,P3,Lakefront Bridge Burner,2.98
18,The Dog and Dart,BridgePort India Pale Ale,2.63
4,Daddy Crab Leg's Crab Shack,Fred,2.43
21,The Oblivion Bar,Fred,2.61
116,Four Shields Tavern,Point Horizon Wheat,2.52
118,Poison,Engel Gold,2.37
125,The Gold Room at the Overlook Hotel,Victoria Bitter,2.65
12,The Drunken Clam,Hitachino Nest Weizen,2.65
111,Tabard,Xingu Black Beer,2.93
9,Maxwell's Nightclub,St-Ambroise Oatmeal Stout,2.17
124,Gallow's End Tavern,Old Milwaukee,2.73
146,The Old Haunt,New Glarus Spotted Cow Ale,2.86
16,Dagmar,Left Hand Black Jack Porter,2.81
10,Kennedy's,Lakefront Bridge Burner,2.14
57,The Broken Stool,Old Rasputin Russian Imperial Stout,2.69
29,The White Swan,New Glarus Spotted Cow Ale,2.84
102,Thunderbrew Distillery,New Glarus Two Women New,2.45
25,The Lord Nelson,New Glarus Spotted Cow Ale,2.07
104,Puzzles,Spaten Munchen Dunkel,2.63
150,The White Swan,Sundance Amber Ale,2.09
56,The Bada Bing,Sundance Amber Ale,2.38
82,Trees Lounge,Victoria Bitter,2
71,The Blue Oyster Bar,Steamworks Summer Kolsch,2.19
31,The Feathers,Southern Pecan Brown ale,2.4
35,The Rabennest,Station House Red Ale,2.85
90,Table Salt,Pinstripe Red Ale,2.65
16,Dagmar,Strong Suffolk Vintage Ale,2.64
93,Elfsong Tavern,Russian River Blind Pig IPA,2.55
17,Milk,Fred,2.75
148,Poor Richard's,Tuppers' Hop Pocket Pils,2.69
67,Palace Saloon,New Glarus Two Women New,2.91
74,"Starlight Roof, The Green Lantern",New Glarus Spotted Cow Ale,2.96
128,The Crown,Miller High Life Light,2.78
78,Callahan's Place,Hops Clearwater Light,2.12
132,The Learned Goat,Boris,2.53
61,The Ballroom,Xingu Black Beer,2.32
5,The Grind & Jolt Cafe,Old Rasputin Russian Imperial Stout,2.67
35,The Rabennest,Spaten Munchen Dunkel,2.21
63,The George III,Tuppers' Hop Pocket Pils,2.7
47,Wandin Valley RSL,Boris,2.53
125,The Gold Room at the Overlook Hotel,BridgePort India Pale Ale,2.88
79,The Goat,Capital Maibock,2.72
1,Milliway's,Steamworks Summer Kolsch,2.51
15,The Broken Stool,Boddingtons Pub Ale,2.33
146,The Old Haunt,Geary's Pale Ale,2.13
28,Chatsubo,New Glarus Two Women New,2.22
121,O'Malley's,Capital Maibock,2.16
112,Caf̩ Ren̩,Rogue Dry Hopped Saint Rogue Red Ale,2.91
73,Stan Mikita's Donuts,Strongarm Ruby Red Ale,2.22
75,The Pool Hall,Southern Pecan Brown ale,2.31
72,The Wicked Kiss,Smuttynose Wheat Wine,2.19
30,Daddy Crab Leg's Crab Shack,Sundance Amber Ale,2.07
19,Flanagan's Cocktails & Dreams,Old Milwaukee,2.25
97,The Domain of the King Bar and Grille,Fordham Dunkel Weiss,2.16
54,Salieri's Bar,Moosbacher Schwarze Weisse,2.65
6,Merlotte's Bar and Grill,Station House Red Ale,2.24
122,Archie Bunker's Place,Capital Maibock,2.83
98,Wurstbraterei,Left Hand Black Jack Porter,2.69
101,The Shakespeare,Abita Turbodog,2.58
137,The Tropicana,Hops Clearwater Light,2.97
39,Milliway's,Fordham Dunkel Weiss,2.47
114,The Flying Swan,Boddingtons Pub Ale,2.65
67,Palace Saloon,SweetWater Summer Hummer,2.66
117,The Snug,Russian River Blind Pig IPA,2.89
122,Archie Bunker's Place,River Rock Ale,2.78
120,Quark's,BridgePort India Pale Ale,2.94
66,World's End Tavern,Smuttynose Wheat Wine,2.26
132,The Learned Goat,Tripel Karmeliet,2.78
24,Colonial Taphouse,St Peter's Wheat Ale,2.88
102,Thunderbrew Distillery,Pinstripe Red Ale,2.54
44,Bellefleur's Bar and Grill,Geary's Pale Ale,2.53
149,Welsh's Bar,Boris,2.42
114,The Flying Swan,Hitachino Nest Weizen,2.15
57,The Broken Stool,Lakefront Bridge Burner,2.4
121,O'Malley's,Saint Arnold Brown Ale,2.34
91,Dorsia,Fordham Dunkel Weiss,2
101,The Shakespeare,Capital Maibock,2.24
47,Wandin Valley RSL,Lakefront Bridge Burner,2.31
144,Tavern,Capital Vintage Ale,2.15
57,The Broken Stool,Abita Turbodog,2.4
141,Charlie's,Boddingtons Pub Ale,2.82
137,The Tropicana,Lakeport Honey Lager,2.64
99,Cohan's,Moosbacher Schwarze Weisse,2.76
39,Milliway's,Spaten Munchen Dunkel,2.76
132,The Learned Goat,Miller High Life Light,2.1
130,The Blue Parrot,Smuttynose Wheat Wine,2.18
66,World's End Tavern,New Glarus Two Women New,2.48
76,Bunnys,Old Milwaukee,2.27
33,Rowlf's Tavern,Geary's Pale Ale,2.16
54,Salieri's Bar,River Rock Ale,2.39
106,The Grey Mare,Xingu Black Beer,2.5
90,Table Salt,St-Ambroise Oatmeal Stout,2.17
61,The Ballroom,Boris,2.93
43,Romanoff's,Geary's Pale Ale,2.69
47,Wandin Valley RSL,Sundance Amber Ale,2.95
127,The Tall Ship,Point Horizon Wheat,2.28
25,The Lord Nelson,Left Hand Polestar Pilsner,2.18
56,The Bada Bing,Drake's Expedition Ale,2.76
67,Palace Saloon,New Glarus Spotted Cow Ale,2.75
51,The Brass Lantern,Fordham Dunkel Weiss,2.58
39,Milliway's,Tuppers' Hop Pocket Pils,2.26
74,"Starlight Roof, The Green Lantern",New Glarus Spotted Cow Ale,2.34
98,Wurstbraterei,Old Milwaukee,2.03
122,Archie Bunker's Place,Boris,2.26
104,Puzzles,Old Milwaukee,2.54
16,Dagmar,Lakeport Honey Lager,2.51
82,Trees Lounge,Lakeport Honey Lager,2.53
101,The Shakespeare,Victoria Bitter,2.6
96,P3,Steamworks Summer Kolsch,2.1
150,The White Swan,Quail Springs India Pale Ale,3
50,The Last Resort,Widmer Snowplow Milk Stout,2.88
105,The Boatman,Capital Vintage Ale,2.74
35,The Rabennest,Victoria Bitter,2.99
52,Rovers Return Inn,Boulevard Unfiltered Wheat Beer,2.02
120,Quark's,Sundance Amber Ale,2.6
130,The Blue Parrot,SweetWater Summer Hummer,2.92
37,The Cat & Fiddle,St Peter's Wheat Ale,2.21
142,The Vigilante,Hops Clearwater Light,2.66
4,Daddy Crab Leg's Crab Shack,Geary's Pale Ale,2.03
65,The Armada Room,Lakeport Honey Lager,2.93
132,The Learned Goat,River Rock Ale,2.58
118,Poison,Lakeport Honey Lager,2.58
17,Milk,Old Milwaukee,2.09
50,The Last Resort,Tuppers' Hop Pocket Pils,2.21
148,Poor Richard's,Boddingtons Pub Ale,2.96
148,Poor Richard's,Lakefront Bridge Burner,2.63
102,Thunderbrew Distillery,Strong Suffolk Vintage Ale,2.54
111,Tabard,SweetWater Summer Hummer,2.58
10,Kennedy's,New Glarus Spotted Cow Ale,2.62
46,"The Horse & Groom, Cottington",Old Milwaukee,2.98
42,Dagmar,New Glarus Two Women New,2.39
21,The Oblivion Bar,Hitachino Nest Weizen,2.83
115,The Dog and Partridge,Capital Vintage Ale,2.44
85,O'Malley's Bar,Boris,2.52
23,The Winchester Club,Engel Gold,2.28
32,John McRory's Place,Point Horizon Wheat,2.71
40,The Globe and Anchor,Moosbacher Schwarze Weisse,2.71
66,World's End Tavern,Lakefront Bridge Burner,2.94
148,Poor Richard's,New Glarus Spotted Cow Ale,2.95
132,The Learned Goat,Tripel Karmeliet,2.74
57,The Broken Stool,Steamworks Summer Kolsch,2.64
37,The Cat & Fiddle,Hitachino Nest Weizen,2.07
59,The Winchester Tavern,Drake's Expedition Ale,2.35
36,The Drunken Huntsman,Strong Suffolk Vintage Ale,2.78
47,Wandin Valley RSL,St Peter's Wheat Ale,2.13
110,Torchy's,Fred,2.14
22,The Drunken Dragon Inn,Fordham Dunkel Weiss,2.54
57,The Broken Stool,Capital Vintage Ale,2.09
65,The Armada Room,Xingu Black Beer,2.23
27,Mystic Grill,Tuppers' Hop Pocket Pils,2.55
89,The Last Chance Saloon,Steamworks Summer Kolsch,2.73
135,Milliway's,Lakeport Honey Lager,2.92
103,Palace Saloon,Saint Arnold Brown Ale,2.93
7,The Punch Tavern,Drake's Expedition Ale,2.45
121,O'Malley's,Old Rasputin Russian Imperial Stout,2.97
128,The Crown,Pinstripe Red Ale,2.99
7,The Punch Tavern,Miller High Life Light,2.41
6,Merlotte's Bar and Grill,Boris,2.02
144,Tavern,Left Hand Polestar Pilsner,2.37
49,The Red Pony,Rogue Dry Hopped Saint Rogue Red Ale,2.37
